(-13.149818153295875, 44.27811915895517)
(-13.331691849447141, 44.276948198581344)
(-13.454848824652444, 44.29985588121821)
(-13.507263053294736, 44.370901918054564)
(-13.742103811653715, 44.36698045458964)
(-13.842893677666412, 44.18529267807365)
(-13.93894881482286, 44.10404529500756)
(-14.12493928455473, 44.320636301628795)
(-14.284051256854376, 44.31117804390757)
(-14.458615428840854, 44.37353904613747)
(-14.582350515156712, 44.36838449834706)
(-14.6577109317823, 44.47182305816603)
(-14.843336055975724, 44.45231523561378)
(-15.02650474023781, 44.2852173106096)
(-15.079110330174544, 44.23790315861373)
(-15.227122566762272, 44.30751690474902)
(-15.545584789368498, 44.52828174220405)
(-15.553902097642808, 44.39119572131162)
(-15.72213777954174, 44.4623370679109)
(-15.787838740926441, 44.52753195580331)
(-15.98420176413626, 44.465281223817726)
(-16.07344141482177, 44.30387005207479)
(-16.130036244158035, 44.224694533873425)
(-16.387539321841338, 44.37769235042419)
(-16.59129364123076, 44.453706147437316)
(-16.65909845300474, 44.417010197949864)
(-16.763031396853115, 44.44462570090758)
(-16.854425938405367, 44.51642567504707)
(-17.114684566453278, 44.4429225525002)
(-17.116904106029036, 44.23136118915182)
(-17.190952172784502, 44.22215245184698)
(-17.4946020408095, 44.40167590599074)
(-17.655693317962022, 44.455230874935296)
(-17.770060424470323, 44.47036960782917)
(-17.89343463422772, 44.473245518679825)
(-17.96101384904352, 44.52328197400773)
(-18.16538542873992, 44.51256506436371)
(-18.17750151359216, 44.336355956377794)
(-18.29411129531456, 44.33268619820515)
(-18.50727828184977, 44.40644353257255)
(-18.74468398621988, 44.52307788920183)
(-18.871507061368273, 44.50839972233674)
(-19.01508921582241, 44.551772055394984)
(-19.119191235379823, 44.590471932299906)
(-19.351147376939707, 44.572501817293855)
(-19.33577331062222, 44.38516843997305)
(-19.424627915883608, 44.35653914422807)
(-19.589758413416092, 44.38525862894547)
(-19.90355926487143, 44.519033219499306)
(-19.927571337122497, 44.49378055510542)
(-20.138974112353576, 44.559850220129455)
(-20.231387696625365, 44.56810455490508)
(-20.42570176002877, 44.58233078378751)
(-20.4582243352246, 44.42093943654286)
(-20.47366476725506, 44.35057339296564)
(-20.672615702781957, 44.399492271929724)
(-21.008042652084672, 44.55821040746107)
(-21.088502489047443, 44.55717161799941)
(-21.169195203875837, 44.55905755192764)
(-21.395830940600252, 44.63421510095095)
(-21.61777240763905, 44.621022879268786)
(-21.586370033129963, 44.427656009758415)
(-21.70432439684361, 44.44306861127986)
(-21.929298302745106, 44.54439527180789)
(-22.124968791595848, 44.59062044403578)
(-22.222038973485006, 44.60386051989897)
(-22.359922920332934, 44.60089578043002)
(-22.470225855570686, 44.64698068257644)
(-22.68199029615096, 44.60411317213915)
(-22.633309677679684, 44.476916279265616)
(-22.815270819463127, 44.51347042817612)
(-22.98423827936615, 44.54272130374497)
(-23.245710020179814, 44.62163460810147)
(-23.42105241157486, 44.65672692613197)
(-23.465721841233204, 44.64658006156874)
(-23.660522183046293, 44.65392421114506)
(-23.760833386102078, 44.59038711945322)
(-23.72290614319766, 44.47619568974413)
(-23.9413875818278, 44.52577772847325)
(-24.152342389739374, 44.59303534932251)
(-24.342457873953734, 44.63217953564985)
(-24.432892565307924, 44.62567194676184)
(-24.57615830455035, 44.66683496135558)
(-24.74759552441732, 44.68241988913065)
(-24.96782480417957, 44.67885130022316)
(-24.87482521056971, 44.5508481621547)
(-25.210158888829575, 44.651720506013675)
(-25.48452906403164, 44.76806964486267)
(-25.653733921641756, 44.78023891164217)
(-25.743537254340985, 44.79959663305757)
(-25.645090976760603, 44.617957211127546)
(-25.746412823701952, 44.47592020066997)
(-25.80314148440146, 44.34570531710353)
(-25.663344381657755, 44.150804520577665)
(-25.496611772856205, 44.01937048588021)
(-25.52358214864918, 43.850486826055494)
(-25.446984024252068, 43.60143947165518)
(-25.279350014097812, 43.42523818031413)
(-25.33637375822993, 43.23315683845174)
(-25.32946065858288, 43.17722083571242)
(-25.389388023954393, 43.00260222450289)
(-25.338195029045334, 42.859486812450925)
(-25.341306203539443, 42.87231952368097)
(-25.422803040719135, 42.67416220805999)
(-25.27687269977502, 42.40881177872857)
(-25.3071479323569, 42.28354303450388)
(-25.21221449921334, 42.17689526858588)
(-25.326829415129346, 41.990483072762)
(-25.40092751411012, 41.85341542639683)
(-25.380078746208554, 41.74281299779312)
(-25.39499884813783, 41.736902002933476)
(-25.466512421068682, 41.51043927459651)
(-25.333559982444452, 41.27183791411244)
(-25.365567933475063, 41.180337646536266)
(-25.36578599077604, 41.10313359889333)
(-25.2994875752824, 40.881455779958806)
(-25.397783807196955, 40.71995516467141)
(-25.407628992871143, 40.668502809310915)
(-25.485384718304136, 40.58269863125384)
(-25.39406459994154, 40.362913253960045)
(-25.347638049775526, 40.12538516988459)
(-25.40436133830686, 40.05166183054635)
(-25.405566686729575, 39.95108245811788)
(-25.38146072063418, 39.6850909351474)
(-25.412479428983556, 39.5277051201526)
(-25.41232602568441, 39.52140200012868)
(-25.520359705190113, 39.373287296749254)
(-25.328252304658328, 39.14346138554246)
(-25.45423271431707, 38.994278011847285)
(-25.43226674273966, 38.9302578102038)
(-25.384440088796058, 38.73826520988683)
(-25.358736589202096, 38.59976885105132)
(-25.325060516352934, 38.46198106856032)
(-25.454257893504835, 38.41197250730891)
(-25.429844660633613, 38.17664276714917)
(-25.446094051940495, 37.96928311865783)
(-25.565455909083003, 37.87495744301901)
(-25.48363526017779, 37.792415744146844)
(-25.460325998891584, 37.468475774117785)
(-25.488516671377063, 37.33341594291797)
(-25.48999353842228, 37.30023430565954)
(-25.480086439481774, 37.154595610482346)
(-25.46679598320529, 37.010003167982234)
(-25.450834579858288, 36.865308352910446)
(-25.586162397575166, 36.75612955416096)
(-25.579185835668458, 36.679155670579654)
(-25.387109339889232, 36.43918563554375)
(-25.4918326761703, 36.23180820981172)
(-25.40698820572028, 36.251539000485096)
(-25.584264677592476, 36.12480343024765)
(-25.56452756789753, 35.8604127935247)
(-25.60008312507363, 35.69362564038981)
(-25.581497307115363, 35.64766927593122)
(-25.6152282895304, 35.554697442989514)
(-25.456002010271, 35.25899707385686)
(-25.43795585761889, 35.13816411507992)
(-25.474132107508048, 35.115773333671356)
(-25.64214416096732, 34.68409522815238)
(-25.529193663711563, 34.64249498719689)
(-25.526308418676027, 34.615976566783004)
(-25.604063240797203, 34.39575078840671)
(-25.50129550257588, 34.25143032263066)
(-25.455510925073757, 34.1057345560517)
(-25.439068131310673, 34.05206524003597)
(-25.5428217022093, 33.897865139660716)
(-25.600733514116307, 33.64140073086664)
(-25.565038659871913, 33.568294139762386)
(-25.63261918884149, 33.45197829070208)
(-25.656772955802055, 33.390134615291345)
(-25.65680578342201, 33.25335307519025)
(-25.54643417399419, 33.01280387108382)
(-25.43653467038101, 32.975885636540674)
(-25.38359795759591, 32.98171609765736)
(-25.484804370981095, 32.79720435599491)
(-25.561993560055114, 32.60101688388187)
(-25.523009760655686, 32.44734200742036)
(-25.610290778822637, 32.42306375930099)
(-25.67712882077111, 32.21894355524352)
